split,sequence,frame,rgb_xc_norm,rgb_yc_norm,rgb_w_norm,rgb_h_norm,ir_xc_norm,ir_yc_norm,ir_w_norm,ir_h_norm,dx_norm,dy_norm,rgb_xc_px,rgb_yc_px,ir_xc_px,ir_yc_px,dx_ir_px,dy_ir_px,rgb_bbox_w_px,rgb_bbox_h_px,ir_bbox_w_px,ir_bbox_h_px
train,20190925_101846_1_1,43,0.408073,0.55,0.099479,0.109259,0.401562,0.623047,0.128125,0.101562,-0.0065110000000000445,0.07304699999999997,783.50016,594.0,256.99968,319.000064,-4.167039999999986,37.400063999999986,190.99967999999998,117.99972,82.0,51.999744
train,20190925_101846_1_1,44,0.408594,0.550463,0.099479,0.110185,0.401562,0.623047,0.128125,0.101562,-0.007032000000000038,0.07258399999999998,784.50048,594.50004,256.99968,319.000064,-4.500479999999982,37.16300799999999,190.99967999999998,118.99980000000001,82.0,51.999744
train,20190925_101846_1_1,45,0.407552,0.549074,0.099479,0.109259,0.401562,0.623047,0.128125,0.101562,-0.005990000000000051,0.07397300000000007,782.4998400000001,592.99992,256.99968,319.000064,-3.83359999999999,37.874176000000034,190.99967999999998,117.99972,82.0,51.999744
train,20190925_101846_1_1,46,0.406771,0.549074,0.1,0.109259,0.401562,0.623047,0.128125,0.101562,-0.005209000000000019,0.07397300000000007,781.00032,592.99992,256.99968,319.000064,-3.333759999999984,37.874176000000034,192.0,117.99972,82.0,51.999744
train,20190925_101846_1_1,47,0.40625,0.548148,0.1,0.109259,0.401562,0.623047,0.128125,0.101562,-0.0046880000000000255,0.07489900000000005,780.0,591.99984,256.99968,319.000064,-3.000319999999988,38.348288000000025,192.0,117.99972,82.0,51.999744
train,20190925_101846_1_1,48,0.405469,0.548148,0.100521,0.109259,0.401562,0.624023,0.128125,0.103516,-0.003907000000000049,0.07587500000000003,778.50048,591.99984,256.99968,319.499776,-2.500479999999982,38.84800000000001,193.00032,117.99972,82.0,53.000192
train,20190925_101846_1_1,49,0.404687,0.547222,0.101042,0.109259,0.4,0.621094,0.128125,0.101562,-0.004686999999999997,0.07387200000000005,776.99904,590.99976,256.0,318.000128,-2.999680000000012,37.82246399999997,194.00064,117.99972,82.0,51.999744
train,20190925_101846_1_1,50,0.404167,0.546759,0.101042,0.108333,0.4,0.621094,0.128125,0.101562,-0.004166999999999976,0.07433500000000004,776.00064,590.49972,256.0,318.000128,-2.666879999999992,38.05952000000002,194.00064,116.99964,82.0,51.999744
train,20190925_101846_1_1,51,0.403385,0.545833,0.101562,0.108333,0.4,0.621094,0.128125,0.101562,-0.0033849999999999714,0.07526100000000002,774.4992,589.49964,256.0,318.000128,-2.1663999999999533,38.53363200000001,194.99904,116.99964,82.0,51.999744
train,20190925_101846_1_1,52,0.402344,0.545833,0.101562,0.108333,0.4,0.621094,0.128125,0.101562,-0.0023439999999999572,0.07526100000000002,772.5004799999999,589.49964,256.0,318.000128,-1.500159999999937,38.53363200000001,194.99904,116.99964,82.0,51.999744
train,20190925_101846_1_1,53,0.402083,0.545833,0.102083,0.108333,0.4,0.621094,0.128125,0.101562,-0.0020830000000000015,0.07526100000000002,771.99936,589.49964,256.0,318.000128,-1.333120000000008,38.53363200000001,195.99936,116.99964,82.0,51.999744
train,20190925_101846_1_1,54,0.401302,0.544907,0.102604,0.108333,0.4,0.621094,0.128125,0.101562,-0.0013019999999999698,0.076187,770.49984,588.4995600000001,256.0,318.000128,-0.8332799999999452,39.007743999999946,196.99968,116.99964,82.0,51.999744
train,20190925_101846_1_1,55,0.40026,0.544444,0.102604,0.107407,0.398438,0.619141,0.128125,0.101562,-0.0018219999999999903,0.07469700000000001,768.4992,587.9995200000001,255.00032000000002,317.000192,-1.166079999999937,38.24486400000001,196.99968,115.99956,82.0,51.999744
train,20190925_101846_1_1,56,0.4,0.543519,0.103125,0.107407,0.398438,0.619141,0.128125,0.101562,-0.0015620000000000078,0.07562200000000008,768.0,587.0005199999999,255.00032000000002,317.000192,-0.9996799999999837,38.71846400000004,198.0,115.99956,82.0,51.999744
train,20190925_101846_1_1,57,0.398958,0.543519,0.103125,0.107407,0.398438,0.619141,0.128125,0.101562,-0.0005199999999999649,0.07562200000000008,765.9993599999999,587.0005199999999,255.00032000000002,317.000192,-0.3327999999999349,38.71846400000004,198.0,115.99956,82.0,51.999744
train,20190925_101846_1_1,58,0.398698,0.542593,0.103646,0.107407,0.398438,0.619141,0.128125,0.101562,-0.00025999999999998247,0.07654800000000006,765.50016,586.00044,255.00032000000002,317.000192,-0.16639999999998167,39.19257600000003,199.00032000000002,115.99956,82.0,51.999744
train,20190925_101846_1_1,59,0.397917,0.542593,0.104167,0.107407,0.398438,0.619141,0.128125,0.101562,0.0005209999999999937,0.07654800000000006,764.0006400000001,586.00044,255.00032000000002,317.000192,0.33343999999999596,39.19257600000003,200.00064,115.99956,82.0,51.999744
train,20190925_101846_1_1,60,0.396875,0.541204,0.104167,0.106481,0.398438,0.619141,0.128125,0.101562,0.0015630000000000366,0.07793700000000003,762.0,584.50032,255.00032000000002,317.000192,1.0003200000000163,39.90374400000002,200.00064,114.99948,82.0,51.999744
train,20190925_101846_1_1,61,0.396615,0.541204,0.104688,0.106481,0.396875,0.616211,0.128125,0.099609,0.00025999999999998247,0.07500699999999993,761.5008,584.50032,254.0,315.500032,0.1664000000000101,38.40358399999997,201.00096000000002,114.99948,82.0,50.999808
train,20190925_101846_1_1,62,0.395573,0.541204,0.104688,0.106481,0.396875,0.616211,0.128125,0.099609,0.0013019999999999698,0.07500699999999993,759.50016,584.50032,254.0,315.500032,0.833280000000002,38.40358399999997,201.00096000000002,114.99948,82.0,50.999808
train,20190925_101846_1_1,63,0.394792,0.540278,0.105208,0.106481,0.396875,0.616211,0.128125,0.099609,0.0020830000000000015,0.07593299999999992,758.00064,583.5002400000001,254.0,315.500032,1.333120000000008,38.87769599999996,201.99936,114.99948,82.0,50.999808
train,20190925_101846_1_1,64,0.394531,0.540278,0.105729,0.106481,0.396875,0.616211,0.128125,0.099609,0.0023439999999999572,0.07593299999999992,757.4995200000001,583.5002400000001,254.0,315.500032,1.500159999999994,38.87769599999996,202.99968,114.99948,82.0,50.999808
train,20190925_101846_1_1,65,0.39349,0.538889,0.105729,0.105556,0.396875,0.616211,0.128125,0.099609,0.0033849999999999714,0.077322,755.5008,582.0001199999999,254.0,315.500032,2.16640000000001,39.588864,202.99968,114.00048,82.0,50.999808
train,20190925_101846_1_1,66,0.392708,0.538889,0.10625,0.105556,0.396875,0.616211,0.128125,0.099609,0.004166999999999976,0.077322,753.99936,582.0001199999999,254.0,315.500032,2.666879999999992,39.588864,204.0,114.00048,82.0,50.999808
train,20190925_101846_1_1,67,0.392188,0.537963,0.10625,0.105556,0.395313,0.614258,0.128125,0.099609,0.0031250000000000444,0.076295,753.00096,581.00004,253.00032000000002,314.500096,2.0000000000000284,39.063039999999944,204.0,114.00048,82.0,50.999808
train,20190925_101846_1_1,68,0.391406,0.537963,0.106771,0.105556,0.395313,0.614258,0.128125,0.099609,0.003907000000000049,0.076295,751.49952,581.00004,253.00032000000002,314.500096,2.5004800000000387,39.063039999999944,205.00032000000002,114.00048,82.0,50.999808
train,20190925_101846_1_1,69,0.391146,0.537963,0.107292,0.105556,0.395313,0.614258,0.128125,0.099609,0.004167000000000032,0.076295,751.00032,581.00004,253.00032000000002,314.500096,2.6668800000000203,39.063039999999944,206.00064,114.00048,82.0,50.999808
train,20190925_101846_1_1,70,0.390104,0.537037,0.107292,0.105556,0.395313,0.614258,0.128125,0.099609,0.005209000000000019,0.07722099999999998,748.99968,579.99996,253.00032000000002,314.500096,3.3337600000000123,39.53715199999999,206.00064,114.00048,82.0,50.999808
train,20190925_101846_1_1,71,0.389844,0.536111,0.107813,0.105556,0.395313,0.614258,0.128125,0.099609,0.005469000000000002,0.07814699999999997,748.50048,578.99988,253.00032000000002,314.500096,3.5001600000000224,40.01126399999998,207.00096000000002,114.00048,82.0,50.999808
train,20190925_101846_1_1,72,0.389583,0.535185,0.108333,0.105556,0.395313,0.614258,0.128125,0.099609,0.005730000000000013,0.07907299999999995,747.99936,577.9998,253.00032000000002,314.500096,3.6672000000000082,40.485375999999974,207.99936,114.00048,82.0,50.999808
train,20190925_101846_1_1,73,0.389062,0.535185,0.108333,0.105556,0.396094,0.614258,0.129688,0.099609,0.007031999999999983,0.07907299999999995,746.99904,577.9998,253.50016,314.500096,4.500479999999982,40.485375999999974,207.99936,114.00048,83.00032,50.999808
train,20190925_101846_1_1,74,0.388802,0.534259,0.108854,0.105556,0.39375,0.612305,0.128125,0.099609,0.004948000000000008,0.07804599999999995,746.49984,576.99972,252.0,313.50016,3.1667200000000264,39.959551999999974,208.99968,114.00048,82.0,50.999808
train,20190925_101846_1_1,75,0.388542,0.533796,0.109375,0.106481,0.39375,0.612305,0.128125,0.099609,0.00520799999999999,0.07850899999999994,746.00064,576.49968,252.0,313.50016,3.333120000000008,40.19660799999997,210.0,114.99948,82.0,50.999808
train,20190925_101846_1_1,76,0.38776,0.53287,0.109896,0.106481,0.39375,0.612305,0.128125,0.099609,0.005989999999999995,0.07943500000000003,744.4992,575.4996,252.0,313.50016,3.8336000000000183,40.67072000000002,211.00032,114.99948,82.0,50.999808
train,20190925_101846_1_1,77,0.38724,0.53287,0.109896,0.106481,0.392188,0.610352,0.128125,0.099609,0.004948000000000008,0.07748200000000005,743.5007999999999,575.4996,251.00032,312.500224,3.1667200000000264,39.670784000000026,211.00032,114.99948,82.0,50.999808
train,20190925_101846_1_1,78,0.386979,0.531944,0.110417,0.106481,0.392188,0.610352,0.128125,0.099609,0.005208999999999964,0.07840800000000003,742.99968,574.49952,251.00032,312.500224,3.333759999999984,40.14489600000002,212.00064,114.99948,82.0,50.999808
train,20190925_101846_1_1,79,0.386719,0.531019,0.110937,0.106481,0.392188,0.610352,0.128125,0.099609,0.005469000000000002,0.07933299999999999,742.5004799999999,573.50052,251.00032,312.500224,3.5001600000000224,40.61849599999999,212.99903999999998,114.99948,82.0,50.999808
train,20190925_101846_1_1,80,0.386198,0.531019,0.110937,0.106481,0.390625,0.608398,0.128125,0.099609,0.004427000000000014,0.07737899999999998,741.5001599999999,573.50052,250.0,311.499776,2.8332800000000304,39.61804799999999,212.99903999999998,114.99948,82.0,50.999808
train,20190925_101846_1_1,81,0.385937,0.530556,0.111458,0.107407,0.390625,0.608398,0.128125,0.099609,0.0046880000000000255,0.07784199999999997,740.9990399999999,573.00048,250.0,311.499776,3.0003200000000447,39.85510399999998,213.99936,115.99956,82.0,50.999808
train,20190925_101846_1_1,82,0.385156,0.52963,0.111979,0.107407,0.390625,0.608398,0.128125,0.099609,0.005469000000000002,0.07876799999999995,739.49952,572.0004,250.0,311.499776,3.5001600000000224,40.329215999999974,214.99967999999998,115.99956,82.0,50.999808
train,20190925_101846_1_1,83,0.384896,0.528704,0.1125,0.107407,0.390625,0.609375,0.128125,0.101562,0.005728999999999984,0.08067100000000005,739.00032,571.00032,250.0,312.0,3.666560000000004,41.30355199999997,216.0,115.99956,82.0,51.999744
train,20190925_101846_1_1,84,0.384375,0.528704,0.1125,0.107407,0.389062,0.607422,0.128125,0.101562,0.004686999999999997,0.07871800000000007,738.0,571.00032,248.99968,311.000064,2.999680000000012,40.30361599999998,216.0,115.99956,82.0,51.999744
train,20190925_101846_1_1,85,0.384115,0.527778,0.113021,0.107407,0.389062,0.607422,0.128125,0.101562,0.004947000000000035,0.07964400000000005,737.5008,570.00024,248.99968,311.000064,3.166080000000022,40.777728000000025,217.00032,115.99956,82.0,51.999744
train,20190925_101846_1_1,86,0.383854,0.526852,0.113542,0.107407,0.389062,0.607422,0.128125,0.101562,0.005208000000000046,0.08057000000000003,736.9996799999999,569.0001599999999,248.99968,311.000064,3.333120000000065,41.251840000000016,218.00064,115.99956,82.0,51.999744
train,20190925_101846_1_1,87,0.383594,0.527315,0.114062,0.108333,0.3875,0.605469,0.128125,0.101562,0.0039060000000000206,0.07815400000000006,736.5004799999999,569.5002,248.0,310.000128,2.4998400000000345,40.01484800000003,218.99903999999998,116.99964,82.0,51.999744
train,20190925_101846_1_1,88,0.384115,0.525463,0.111979,0.106481,0.3875,0.605469,0.128125,0.101562,0.003385000000000027,0.08000600000000002,737.5008,567.50004,248.0,310.000128,2.16640000000001,40.96307200000001,214.99967999999998,114.99948,82.0,51.999744
train,20190925_101846_1_1,89,0.384635,0.525,0.109896,0.105556,0.3875,0.605469,0.128125,0.101562,0.0028650000000000064,0.08046900000000001,738.4992,567.0,248.0,310.000128,1.8336000000000183,41.20012800000001,211.00032,114.00048,82.0,51.999744
train,20190925_101846_1_1,90,0.385156,0.524074,0.107813,0.103704,0.385937,0.603516,0.128125,0.101562,0.0007809999999999762,0.07944200000000001,739.49952,565.9999200000001,246.99967999999998,309.000192,0.49984000000000606,40.67430399999995,207.00096000000002,112.00032,82.0,51.999744
train,20190925_101846_1_1,91,0.385677,0.522685,0.105729,0.102778,0.385937,0.603516,0.128125,0.101562,0.00025999999999998247,0.0808310000000001,740.49984,564.4997999999999,246.99967999999998,309.000192,0.1664000000000101,41.38547200000005,202.99968,111.00023999999999,82.0,51.999744
train,20190925_101846_1_1,92,0.386198,0.521759,0.103646,0.100926,0.385937,0.603516,0.128125,0.101562,-0.0002610000000000112,0.08175700000000008,741.5001599999999,563.49972,246.99967999999998,309.000192,-0.16703999999998587,41.859583999999984,199.00032000000002,109.00008,82.0,51.999744
train,20190925_101846_1_1,93,0.386719,0.521296,0.101562,0.1,0.385937,0.604492,0.128125,0.103516,-0.0007820000000000049,0.08319600000000005,742.5004799999999,562.99968,246.99967999999998,309.499904,-0.5004799999999818,42.596352000000024,194.99904,108.0,82.0,53.000192
train,20190925_101846_1_1,94,0.38776,0.520833,0.099479,0.099074,0.383594,0.607422,0.126562,0.101562,-0.004166000000000003,0.08658900000000003,744.4992,562.49964,245.50016,311.000064,-2.6662399999999877,44.333568000000014,190.99967999999998,106.99991999999999,80.99968000000001,51.999744
train,20190925_101846_1_1,95,0.386458,0.519444,0.098958,0.1,0.384375,0.604492,0.128125,0.103516,-0.0020830000000000015,0.08504800000000001,741.99936,560.9995200000001,246.0,309.499904,-1.333120000000008,43.54457599999995,189.99936,108.0,82.0,53.000192
train,20190925_101846_1_1,96,0.385417,0.519444,0.098958,0.101852,0.385156,0.605469,0.132812,0.097656,-0.0002610000000000112,0.08602500000000002,740.00064,560.9995200000001,246.49984,310.000128,-0.16703999999998587,44.04479999999995,189.99936,110.00016,84.99968000000001,49.999872
train,20190925_101846_1_1,97,0.384375,0.518519,0.098958,0.103704,0.382031,0.604492,0.129688,0.103516,-0.0023440000000000127,0.08597300000000008,738.0,560.0005199999999,244.49984,309.499904,-1.500159999999994,44.01817600000004,189.99936,112.00032,83.00032,53.000192
train,20190925_101846_1_1,98,0.383594,0.518519,0.098437,0.105556,0.38125,0.607422,0.10625,0.085938,-0.0023440000000000127,0.08890300000000007,736.5004799999999,560.0005199999999,244.0,311.000064,-1.5001599999999655,45.51833600000003,188.99903999999998,114.00048,68.0,44.000256
train,20190925_101846_1_1,99,0.382552,0.517593,0.098437,0.107407,0.379688,0.605469,0.10625,0.085938,-0.0028639999999999777,0.08787600000000007,734.49984,559.0004399999999,243.00032000000002,310.000128,-1.8329599999999573,44.99251200000003,188.99903999999998,115.99956,68.0,44.000256
train,20190925_101846_1_1,100,0.38151,0.517593,0.098437,0.109259,0.378906,0.604492,0.107813,0.087891,-0.002603999999999995,0.08689900000000006,732.4992,559.0004399999999,242.49984,309.499904,-1.6665599999999756,44.49228800000003,188.99903999999998,117.99972,69.00032,45.000192
train,20190925_101846_1_1,101,0.38099,0.517593,0.098437,0.111111,0.378125,0.603516,0.109375,0.089844,-0.0028650000000000064,0.08592300000000008,731.5008,559.0004399999999,242.0,309.000192,-1.83359999999999,43.99257600000004,188.99903999999998,119.99988,70.0,46.000128
train,20190925_101846_1_1,102,0.380469,0.516204,0.098437,0.110185,0.378125,0.604492,0.109375,0.091797,-0.0023440000000000127,0.08828800000000003,730.50048,557.50032,242.0,309.499904,-1.500159999999994,45.20345600000002,188.99903999999998,118.99980000000001,70.0,47.000064
